date,quarter,house_id,house_type,sales_type,year_build,purchase_price,%_change_between_offer_and_purchase,no_rooms,sqm,sqm_price,address,zip_code,city,area,region,nom_interest_rate%,dk_ann_infl_rate%,yield_on_mortgage_credit_bonds%
3/13/2022,2022Q1,196763,Villa,regular_sale,1930,7450000,-10,11,325,22923.076,Hunderupvej 174,5230,Odense M,Fyn & islands,Fyn & islands,0,7.7,3.73
3/13/2022,2022Q1,196802,Villa,regular_sale,1900,475000,0,5,134,3544.7761,Algade 83,5683,Haarby,Fyn & islands,Fyn & islands,0,7.7,3.73
3/13/2022,2022Q1,196584,Villa,regular_sale,1980,595000,0,5,136,4375,Ãrtevej 3,6500,Vojens,South jutland,Jutland,0,7.7,3.73
3/13/2022,2022Q1,196659,Farm,other_sale,1928,5750000,0,6,200,28750,Aalborgvej 74,9370,Hals,North jutland,Jutland,0,7.7,3.73
3/13/2022,2022Q1,196718,Villa,regular_sale,2007,2495000,0,5,140,17821.428,Klosterhaven 8,4400,Kalundborg,Other islands,Zealand,0,7.7,3.73
3/13/2022,2022Q1,196792,Villa,regular_sale,2014,3695000,0,5,176,20994.318,Palleshøje 5,8800,Viborg,East & mid jutland,Jutland,0,7.7,3.73
3/13/2022,2022Q1,196773,Apartment,regular_sale,1957,2000000,-5,2,60,33333.332,"Voldumvej 57, 1. th",2610,Rødovre,"Capital, Copenhagen",Zealand,0,7.7,3.73
3/13/2022,2022Q1,196551,Villa,regular_sale,1986,1650000,0,4,114,14473.685,Egernvej 36,8643,Ans By,East & mid jutland,Jutland,0,7.7,3.73
3/13/2022,2022Q1,196692,Villa,regular_sale,1904,2450000,-2,6,166,14759.036,Polluxvej 2,5500,Middelfart,Fyn & islands,Fyn & islands,0,7.7,3.73
3/12/2022,2022Q1,196849,Villa,regular_sale,1970,3295000,0,5,150,21966.666,Rensdyrvej 32,8382,Hinnerup,East & mid jutland,Jutland,0,7.7,3.73
3/12/2022,2022Q1,196901,Apartment,regular_sale,1936,2000000,-5,2,58,34482.758,"Ãbyvej 27, st. tv",8230,Ãbyhøj,East & mid jutland,Jutland,0,7.7,3.73
3/12/2022,2022Q1,196881,Summerhouse,regular_sale,1978,1895000,0,3,68,27867.646,Eng-Ager 14,3250,Gilleleje,North Zealand,Zealand,0,7.7,3.73
3/12/2022,2022Q1,196812,Apartment,regular_sale,1962,1525000,-4,1,39,39102.562,"Frederikssundsvej 194, 2. 3",2700,Brønshøj,"Capital, Copenhagen",Zealand,0,7.7,3.73
3/12/2022,2022Q1,196861,Villa,regular_sale,2003,3850000,-4,6,188,20478.723,Skovsangervej 26,8960,Randers SA,East & mid jutland,Jutland,0,7.7,3.73
3/12/2022,2022Q1,196886,Townhouse,regular_sale,1981,795000,-6,2,43,18488.373,Frederiksgade 40,5500,Middelfart,Fyn & islands,Fyn & islands,0,7.7,3.73
3/12/2022,2022Q1,196831,Villa,regular_sale,1970,4350000,-6,4,189,23015.873,Godsparken 144,2670,Greve,"Capital, Copenhagen",Zealand,0,7.7,3.73
3/12/2022,2022Q1,196851,Apartment,regular_sale,1935,2575000,-3,3,63,40873.016,"Langdraget 11, 1. th",2720,Vanløse,"Capital, Copenhagen",Zealand,0,7.7,3.73
3/12/2022,2022Q1,196868,Villa,regular_sale,1926,1100000,-8,4,152,7236.8423,Søndergade 99,4700,Næstved,Other islands,Zealand,0,7.7,3.73
3/12/2022,2022Q1,196897,Townhouse,family_sale,2007,2550000,0,3,90,28333.334,Dimen 1. tv,6200,Aabenraa,South jutland,Jutland,0,7.7,3.73
3/11/2022,2022Q1,196921,Townhouse,regular_sale,1976,400000,0,2,58,6896.552,Fjordgade 2A,9550,Mariager,North jutland,Jutland,0,7.7,3.73
3/11/2022,2022Q1,196926,Villa,regular_sale,1928,675000,0,2,105,6428.5713,Nygårdsvej 12,9700,Brønderslev,North jutland,Jutland,0,7.7,3.73
3/11/2022,2022Q1,196939,Summerhouse,regular_sale,1974,1600000,-6,3,54,29629.629,Karlsvej 206,4736,Karrebæksminde,Other islands,Zealand,0,7.7,3.73
3/11/2022,2022Q1,196947,Villa,regular_sale,2011,3845000,4,5,171,22485.38,Sandvej 5,4684,Holmegaard,Other islands,Zealand,0,7.7,3.73
3/11/2022,2022Q1,196932,Summerhouse,regular_sale,1976,860000,0,5,72,11944.444,Bentevej 10,8500,Grenaa,East & mid jutland,Jutland,0,7.7,3.73
3/11/2022,2022Q1,196965,Apartment,regular_sale,1940,1350000,-3,1,26,51923.08,"Florensvej 2, 2. mf",2300,København S,"Capital, Copenhagen",Zealand,0,7.7,3.73
3/11/2022,2022Q1,196967,Townhouse,regular_sale,1977,2250000,0,5,137,16423.357,Klokkens Kvarter 127,5220,Odense SA,Fyn & islands,Fyn & islands,0,7.7,3.73
3/10/2022,2022Q1,197330,Farm,regular_sale,1934,4750000,-5,6,228,20833.334,Gl. Skovvej 17,4340,Tølløse,Other islands,Zealand,0,7.7,3.73
3/10/2022,2022Q1,197261,Apartment,regular_sale,1939,1785000,-1,3,82,21768.293,"Gammel Strandvej 7, st. tv",9000,Aalborg,North jutland,Jutland,0,7.7,3.73
3/10/2022,2022Q1,197217,Villa,regular_sale,1985,1650000,0,4,117,14102.564,Tyttebærvej 12,9440,Aabybro,North jutland,Jutland,0,7.7,3.73
3/10/2022,2022Q1,197028,Townhouse,regular_sale,1949,4820000,-4,5,128,37656.25,Stubmarken 30,2860,Søborg,"Capital, Copenhagen",Zealand,0,7.7,3.73
3/10/2022,2022Q1,197139,Villa,regular_sale,1929,4600000,-4,7,136,33823.53,Klovborgvej 12,2650,Hvidovre,"Capital, Copenhagen",Zealand,0,7.7,3.73
3/10/2022,2022Q1,197046,Farm,regular_sale,1863,1700000,-4,10,209,8133.971,Lee Byvej 60,8850,Bjerringbro,East & mid jutland,Jutland,0,7.7,3.73
3/10/2022,2022Q1,197177,Villa,regular_sale,1967,6803000,5,7,200,34015,Tirsbjergvej 12,7120,Vejle Ast,South jutland,Jutland,0,7.7,3.73
3/10/2022,2022Q1,197131,Villa,regular_sale,1903,1650000,-5,8,210,7857.143,Horsensvej 145,8300,Odder,East & mid jutland,Jutland,0,7.7,3.73
3/10/2022,2022Q1,197173,Apartment,regular_sale,1966,1150000,0,1,48,23958.334,"Bagsværd Hovedgade 99, 4. c",2880,Bagsværd,"Capital, Copenhagen",Zealand,0,7.7,3.73
3/10/2022,2022Q1,197062,Apartment,regular_sale,1910,3000000,0,5,134,22388.06,"Kongevej 45, 1",6400,Sønderborg,South jutland,Jutland,0,7.7,3.73
3/10/2022,2022Q1,197122,Apartment,regular_sale,1929,6100000,0,3,83,73493.98,"Oehlenschlægersgade 14, st. tv",6400,Sønderborg,South jutland,Jutland,0,7.7,3.73
3/10/2022,2022Q1,197306,Apartment,regular_sale,1880,2257000,0,2,60,37616.668,Orevej 20B,4760,Vordingborg,Other islands,Zealand,0,7.7,3.73
3/10/2022,2022Q1,197020,Villa,regular_sale,1877,2385000,0,5,133,17932.33,Vinterslevvej 37,8370,Hadsten,East & mid jutland,Jutland,0,7.7,3.73
3/10/2022,2022Q1,197055,Villa,regular_sale,2001,3445000,-1,7,196,17576.531,Johannebjergparken 44,7120,Vejle Ast,South jutland,Jutland,0,7.7,3.73
3/10/2022,2022Q1,197209,Apartment,regular_sale,1937,1725000,-4,2,45,38333.332,"Kastrupvej 127, 1. 4",2300,København S,"Capital, Copenhagen",Zealand,0,7.7,3.73
3/10/2022,2022Q1,197335,Apartment,regular_sale,2006,3650000,-1,4,98,37244.9,"Gyngemose Parkvej 17, 1. th",2860,Søborg,"Capital, Copenhagen",Zealand,0,7.7,3.73
3/10/2022,2022Q1,197088,Villa,regular_sale,1974,1180000,0,4,167,7065.868,Bette Roldvej 11,9510,Arden,North jutland,Jutland,0,7.7,3.73
3/10/2022,2022Q1,197214,Villa,regular_sale,1948,1995000,0,4,140,14250,Hans Gramsvej 9,9300,Sæby,North jutland,Jutland,0,7.7,3.73
3/10/2022,2022Q1,197093,Apartment,regular_sale,1973,1250000,-3,1,35,35714.285,"Peter Ipsens AllÃ© 3, 3. 67",2400,København NV,"Capital, Copenhagen",Zealand,0,7.7,3.73
3/10/2022,2022Q1,197057,Villa,regular_sale,1972,2400000,-4,4,136,17647.059,Johan Skjoldborgs Vej 2,6400,Sønderborg,South jutland,Jutland,0,7.7,3.73
3/10/2022,2022Q1,197271,Summerhouse,regular_sale,2023,429000,-10,4,64,6703.125,Marielyst Strandpark 113,4873,Væggerløse,Other islands,Zealand,0,7.7,3.73
3/10/2022,2022Q1,197156,Townhouse,regular_sale,1877,1950000,0,3,63,30952.38,Buggesgade 8,5500,Middelfart,Fyn & islands,Fyn & islands,0,7.7,3.73
3/9/2022,2022Q1,197451,Villa,regular_sale,1965,2672500,-1,6,144,18559.027,Ingridsvej 40,6000,Kolding,South jutland,Jutland,0,7.7,3.73
3/9/2022,2022Q1,197438,Apartment,regular_sale,1936,2300000,0,3,88,26136.363,"Kordilgade 5, 1",4400,Kalundborg,Other islands,Zealand,0,7.7,3.73
3/9/2022,2022Q1,197498,Villa,regular_sale,1900,1615000,-5,7,225,7177.778,Højrup Overskovvej 2,6070,Christiansfeld,South jutland,Jutland,0,7.7,3.73
3/9/2022,2022Q1,197437,Farm,regular_sale,1890,1720000,-4,8,303,5676.568,Ãbenråvej 175,6360,Tinglev,South jutland,Jutland,0,7.7,3.73
3/9/2022,2022Q1,197460,Villa,regular_sale,1968,2295000,0,4,125,18360,Astervænget 6,4180,Sorø,Other islands,Zealand,0,7.7,3.73
3/9/2022,2022Q1,197718,Townhouse,regular_sale,2012,2995000,0,4,142,21091.549,Sønderholmvej 135,8361,Hasselager,East & mid jutland,Jutland,0,7.7,3.73
3/9/2022,2022Q1,197388,Summerhouse,regular_sale,1977,1900000,-2,4,152,12500,Erantisvej 2,4200,Slagelse,Other islands,Zealand,0,7.7,3.73
3/9/2022,2022Q1,197601,Villa,regular_sale,1917,800000,-9,3,132,6060.606,Bavelsevej 21,4171,Glumsø,Other islands,Zealand,0,7.7,3.73
3/9/2022,2022Q1,197371,Farm,regular_sale,1850,1995000,0,8,272,7334.5586,Stampemøllevej 28,6510,Gram,South jutland,Jutland,0,7.7,3.73
3/9/2022,2022Q1,197588,Townhouse,regular_sale,1973,1587500,-6,4,85,18676.47,Morelvej 275,5250,Odense SV,Fyn & islands,Fyn & islands,0,7.7,3.73
3/9/2022,2022Q1,197369,Villa,regular_sale,1924,1720000,-1,5,192,8958.333,Præstegårdsvej 12,6500,Vojens,South jutland,Jutland,0,7.7,3.73
3/9/2022,2022Q1,197688,Farm,regular_sale,1902,1200000,-7,8,160,7500,Kærumvej 2,5610,Assens,Fyn & islands,Fyn & islands,0,7.7,3.73
3/9/2022,2022Q1,197366,Villa,regular_sale,1978,2700000,2,5,112,24107.143,Trige Møllevej 156,8380,Trige,East & mid jutland,Jutland,0,7.7,3.73
3/9/2022,2022Q1,197361,Apartment,regular_sale,1933,2265000,-1,2,61,37131.15,"Højenhald 11, 2. tv",2700,Brønshøj,"Capital, Copenhagen",Zealand,0,7.7,3.73
3/9/2022,2022Q1,197520,Villa,regular_sale,1933,1012500,-8,6,175,5785.7144,Birkealle 6,6780,Skærbæk,South jutland,Jutland,0,7.7,3.73
3/9/2022,2022Q1,197445,Villa,regular_sale,1955,3100000,-4,3,80,38750,Snerlevej 8,3000,Helsingør,North Zealand,Zealand,0,7.7,3.73
3/9/2022,2022Q1,197672,Villa,regular_sale,1972,4500000,-6,5,178,25280.898,Bjergbakkevej 35,2600,Glostrup,"Capital, Copenhagen",Zealand,0,7.7,3.73
3/9/2022,2022Q1,197666,Apartment,family_sale,1906,2095000,0,2,58,36120.69,"Aresundsvej 46, 1",2300,København S,"Capital, Copenhagen",Zealand,0,7.7,3.73
3/9/2022,2022Q1,197547,Apartment,regular_sale,1895,4295000,0,3,70,61357.145,"Enghavevej 27, 3. tv",1674,København V,"Capital, Copenhagen",Zealand,0,7.7,3.73
3/9/2022,2022Q1,197407,Apartment,regular_sale,1963,1100000,0,3,73,15068.493,"Aaparken 11, st. th",8300,Odder,East & mid jutland,Jutland,0,7.7,3.73
3/9/2022,2022Q1,197656,Villa,regular_sale,1959,825000,-8,2,55,15000,Møllevej 4A,4773,Stensved,Other islands,Zealand,0,7.7,3.73
3/9/2022,2022Q1,197705,Villa,regular_sale,1972,2900000,-3,6,191,15183.246,Toftevangen 77,4130,Viby Sjælland,Other islands,Zealand,0,7.7,3.73
3/9/2022,2022Q1,197592,Villa,regular_sale,1974,2270000,3,5,141,16099.291,Enebærløkken 7,3700,Rønne,Bornholm,Bornholm,0,7.7,3.73
3/9/2022,2022Q1,197708,Villa,regular_sale,1907,1550000,-9,5,103,15048.544,Næstvedvej 5,4180,Sorø,Other islands,Zealand,0,7.7,3.73
3/9/2022,2022Q1,197382,Villa,regular_sale,1959,750000,-6,2,78,9615.385,Møllegade 40,6310,Broager,South jutland,Jutland,0,7.7,3.73
3/9/2022,2022Q1,197607,Apartment,regular_sale,1989,3805000,0,3,90,42277.777,Thoravej 8B,2400,København NV,"Capital, Copenhagen",Zealand,0,7.7,3.73
3/9/2022,2022Q1,197660,Villa,regular_sale,1973,1675000,0,5,174,9626.437,Arnevej 23,6240,Løgumkloster,South jutland,Jutland,0,7.7,3.73
3/8/2022,2022Q1,198023,Villa,regular_sale,2018,4698000,0,6,192,24468.75,Myrtueparken 52,6710,Esbjerg V,South jutland,Jutland,0,7.7,3.73
3/8/2022,2022Q1,197938,Apartment,regular_sale,1881,5100000,0,4,76,67105.266,"Faksegade 22, 5",2100,København A,"Capital, Copenhagen",Zealand,0,7.7,3.73
3/8/2022,2022Q1,197953,Villa,regular_sale,1936,9500000,-9,6,184,51630.434,Tudskærvej 7,2720,Vanløse,"Capital, Copenhagen",Zealand,0,7.7,3.73
3/8/2022,2022Q1,197771,Villa,regular_sale,1973,1832000,0,5,156,11743.59,Krogsagervej 37,7000,Fredericia,South jutland,Jutland,0,7.7,3.73
3/8/2022,2022Q1,197813,Villa,other_sale,1900,3500000,0,4,150,23333.334,Tværgaden 6,2605,Brøndby,"Capital, Copenhagen",Zealand,0,7.7,3.73
3/8/2022,2022Q1,197729,Townhouse,other_sale,1983,755400,0,2,63,11990.477,Virklundvej 50B,8600,Silkeborg,East & mid jutland,Jutland,0,7.7,3.73
3/8/2022,2022Q1,197739,Townhouse,regular_sale,1989,2050000,-2,3,84,24404.762,Bie Rasmussens Vænge 5,8660,Skanderborg,East & mid jutland,Jutland,0,7.7,3.73
3/8/2022,2022Q1,197948,Villa,regular_sale,1977,2900000,-15,5,134,21641.791,Stenbukvej 46,4623,Lille Skensved,Other islands,Zealand,0,7.7,3.73
3/8/2022,2022Q1,197755,Villa,regular_sale,1924,2100000,-4,5,149,14093.96,Bjellerup Alle 20,8930,Randers NA,East & mid jutland,Jutland,0,7.7,3.73
3/8/2022,2022Q1,197855,Townhouse,regular_sale,1967,2175000,4,5,99,21969.697,Fuglebakken 246,5210,Odense NV,Fyn & islands,Fyn & islands,0,7.7,3.73
3/8/2022,2022Q1,198010,Apartment,regular_sale,1931,1515000,-2,2,70,21642.857,"Skibhusvej 9, st",5000,Odense C,Fyn & islands,Fyn & islands,0,7.7,3.73
3/8/2022,2022Q1,197823,Apartment,regular_sale,1969,6295000,0,4,108,58287.035,"Finsensvej 7B, 5. th",2000,Frederiksberg,"Capital, Copenhagen",Zealand,0,7.7,3.73
3/8/2022,2022Q1,198046,Villa,regular_sale,2023,780000,-2,6,200,3900,Svenstrup Banevej 4,9230,Svenstrup J,North jutland,Jutland,0,7.7,3.73
3/8/2022,2022Q1,197774,Villa,regular_sale,1972,5535000,-11,7,208,26610.576,Engstien 8,3400,Hillerød,North Zealand,Zealand,0,7.7,3.73
3/8/2022,2022Q1,197779,Villa,regular_sale,1994,2660000,0,6,183,14535.52,Hvesager 66,7300,Jelling,South jutland,Jutland,0,7.7,3.73
3/7/2022,2022Q1,198438,Villa,regular_sale,2022,437405,0,4,238,1837.8362,Pilegårdsvænget 66,5471,Søndersø,Fyn & islands,Fyn & islands,0,7.7,3.73
3/7/2022,2022Q1,198377,Villa,regular_sale,1935,6900000,0,5,124,55645.16,Højagervej 3,8240,Risskov,East & mid jutland,Jutland,0,7.7,3.73
3/7/2022,2022Q1,198169,Villa,regular_sale,1956,830000,19,4,117,7094.017,Gl Aabenraavej 11,6300,Gråsten,South jutland,Jutland,0,7.7,3.73
3/7/2022,2022Q1,198370,Villa,regular_sale,1971,1900000,0,6,174,10919.54,Birkevej 31,7700,Thisted,South jutland,Jutland,0,7.7,3.73
3/7/2022,2022Q1,198465,Villa,regular_sale,1995,4150000,-1,6,148,28040.541,Harevej 6,8660,Skanderborg,East & mid jutland,Jutland,0,7.7,3.73
3/7/2022,2022Q1,198414,Villa,regular_sale,2013,2395000,0,4,95,25210.525,Aavej 16,9480,Løkken,North jutland,Jutland,0,7.7,3.73
3/7/2022,2022Q1,198191,Villa,regular_sale,1986,2380000,-1,5,177,13446.328,Mortensensvej 45,8963,Auning,East & mid jutland,Jutland,0,7.7,3.73
3/7/2022,2022Q1,198156,Apartment,regular_sale,1911,1900000,0,3,123,15447.154,"Ny Allegade 5, st",6100,Haderslev,South jutland,Jutland,0,7.7,3.73
3/7/2022,2022Q1,198380,Townhouse,other_sale,2023,1100000,0,3,86,12790.697,Skolegade 2E,9690,Fjerritslev,North jutland,Jutland,0,7.7,3.73
3/7/2022,2022Q1,198201,Villa,regular_sale,2004,2500000,0,6,139,17985.611,Bakkedraget 1A,4340,Tølløse,Other islands,Zealand,0,7.7,3.73
3/7/2022,2022Q1,198168,Apartment,regular_sale,1908,1075000,0,4,86,12500,"Rengegade 24, st",4660,Store Heddinge,Other islands,Zealand,0,7.7,3.73
3/7/2022,2022Q1,198248,Villa,regular_sale,1973,1600000,0,5,172,9302.325,Bakkegårdsvej 11,8983,Gjerlev J,East & mid jutland,Jutland,0,7.7,3.73
3/7/2022,2022Q1,198280,Summerhouse,regular_sale,1974,960000,-16,3,77,12467.532,Alrunevej 1,4874,Gedser,Other islands,Zealand,0,7.7,3.73
3/7/2022,2022Q1,198268,Villa,regular_sale,1972,1700000,-5,6,177,9604.52,Skelvangsvej 59,8920,Randers NV,East & mid jutland,Jutland,0,7.7,3.73
3/7/2022,2022Q1,198196,Villa,regular_sale,1934,750000,0,4,101,7425.7427,Borgmesterløkken 2,6200,Aabenraa,South jutland,Jutland,0,7.7,3.73
3/7/2022,2022Q1,198324,Summerhouse,regular_sale,1985,1123500,0,4,69,16282.608,Snedkerkrogen 10,4500,Nykøbing Sj,Other islands,Zealand,0,7.7,3.73
3/7/2022,2022Q1,198439,Townhouse,regular_sale,1913,3950000,0,3,164,24085.365,Cementvejen 11C,4450,Jyderup,Other islands,Zealand,0,7.7,3.73
3/7/2022,2022Q1,198278,Apartment,regular_sale,1959,3195000,0,3,78,40961.54,"Præstekærvej 16, st. tv",2700,Brønshøj,"Capital, Copenhagen",Zealand,0,7.7,3.73
3/7/2022,2022Q1,198179,Villa,regular_sale,2001,3470000,-4,6,160,21687.5,Røddalsminde 68,8300,Odder,East & mid jutland,Jutland,0,7.7,3.73
3/7/2022,2022Q1,198346,Apartment,regular_sale,2007,1100000,0,2,55,20000,"Skjoldsgade 101, st. 3",6700,Esbjerg,South jutland,Jutland,0,7.7,3.73
3/7/2022,2022Q1,198183,Apartment,regular_sale,2004,1775000,-4,1,45,39444.445,"Gebauersgade 2, 4. 19",8000,Aarhus C,East & mid jutland,Jutland,0,7.7,3.73
3/7/2022,2022Q1,198096,Apartment,regular_sale,1995,1750000,-8,2,59,29661.018,"Chrst Boecksvej 20, 1. mf",3480,Fredensborg,North Zealand,Zealand,0,7.7,3.73
3/7/2022,2022Q1,198446,Villa,regular_sale,2009,1900000,0,4,145,13103.448,Stårupgårdvej 14,7840,Højslev,South jutland,Jutland,0,7.7,3.73
3/6/2022,2022Q1,198539,Villa,regular_sale,1964,1025000,-10,8,240,4270.8335,Eslundvej 7,8740,Brædstrup,East & mid jutland,Jutland,0,7.7,3.73
3/6/2022,2022Q1,198708,Apartment,regular_sale,2010,4125000,-3,3,97,42525.773,"Robert Jacobsens Vej 80, 3. 3",2300,København S,"Capital, Copenhagen",Zealand,0,7.7,3.73
3/6/2022,2022Q1,198717,Villa,regular_sale,2022,887200,0,4,140,6337.143,Skabermøllevej 28,8800,Viborg,East & mid jutland,Jutland,0,7.7,3.73
3/6/2022,2022Q1,198509,Apartment,regular_sale,1936,1400000,0,2,50,28000,Krægestræde 7. 2,4760,Vordingborg,Other islands,Zealand,0,7.7,3.73
3/6/2022,2022Q1,198513,Townhouse,regular_sale,2004,1175000,-2,3,80,14687.5,Vejenvej 36D,6600,Vejen,South jutland,Jutland,0,7.7,3.73
3/6/2022,2022Q1,198519,Villa,regular_sale,1965,998000,0,4,101,9881.188,Bøgevej 2,8550,Ryomgård,East & mid jutland,Jutland,0,7.7,3.73
3/6/2022,2022Q1,198489,Summerhouse,regular_sale,1974,3195000,0,4,77,41493.508,Englærkevej 7,3360,Liseleje,North Zealand,Zealand,0,7.7,3.73
3/6/2022,2022Q1,198602,Summerhouse,regular_sale,1980,950000,-5,2,48,19791.666,Skadevænget 21,4050,Skibby,Other islands,Zealand,0,7.7,3.73
3/6/2022,2022Q1,198635,Villa,regular_sale,1900,2450000,-5,4,168,14583.333,Fjordvej 1,4700,Næstved,Other islands,Zealand,0,7.7,3.73
3/6/2022,2022Q1,198762,Apartment,regular_sale,1913,1395000,0,2,41,34024.39,"Korsgade 10, 1. tv",9760,Vrå,North jutland,Jutland,0,7.7,3.73
3/6/2022,2022Q1,198656,Summerhouse,regular_sale,1969,705000,-6,2,56,12589.286,Tørveagervej 41,3630,Jægerspris,North Zealand,Zealand,0,7.7,3.73
3/6/2022,2022Q1,198486,Villa,regular_sale,1968,5795000,0,4,161,35993.79,Hyttevænget 15,2665,Vallensbæk Strand,"Capital, Copenhagen",Zealand,0,7.7,3.73
3/6/2022,2022Q1,198469,Villa,regular_sale,1923,1895000,0,6,149,12718.121,Egeskovvej 82,7000,Fredericia,South jutland,Jutland,0,7.7,3.73
3/6/2022,2022Q1,198667,Apartment,regular_sale,1937,2095000,0,2,51,41078.43,"Vanløse AllÃ© 17, 2. th",2720,Vanløse,"Capital, Copenhagen",Zealand,0,7.7,3.73
3/5/2022,2022Q1,198885,Apartment,regular_sale,2007,4875000,-1,3,101,48267.33,"Ved Ovnhallen 3, 2",2500,Valby,"Capital, Copenhagen",Zealand,0,7.7,3.73
3/5/2022,2022Q1,198859,Apartment,regular_sale,1960,1435000,-1,1,36,39861.11,"Rødager Alle 67, 2. 4",2610,Rødovre,"Capital, Copenhagen",Zealand,0,7.7,3.73
3/4/2022,2022Q1,198947,Apartment,regular_sale,1935,600000,0,4,127,4724.4097,"Vallensved Bygade 25, 1",4700,Næstved,Other islands,Zealand,0,7.7,3.73
3/4/2022,2022Q1,198984,Townhouse,regular_sale,2007,1695000,0,4,113,15000,Ridder Munks Vej 27A,8881,Thorsø,East & mid jutland,Jutland,0,7.7,3.73
3/4/2022,2022Q1,198941,Villa,regular_sale,1970,2825000,-2,9,230,12282.608,Ãlykken 3,6710,Esbjerg V,South jutland,Jutland,0,7.7,3.73
3/4/2022,2022Q1,198909,Apartment,regular_sale,1973,10000000,0,5,181,55248.617,"Vejlesøparken 4, 1. tv",2840,Holte,"Capital, Copenhagen",Zealand,0,7.7,3.73
3/4/2022,2022Q1,198932,Villa,regular_sale,1900,550000,0,3,106,5188.679,Doktorbakken 24,3720,Aakirkeby,Bornholm,Bornholm,0,7.7,3.73
3/4/2022,2022Q1,198976,Apartment,family_sale,1932,2250000,0,3,74,30405.406,"Søllerødgade 32, 1. th",2200,København N,"Capital, Copenhagen",Zealand,0,7.7,3.73
3/4/2022,2022Q1,198958,Villa,regular_sale,2000,4750000,0,2,65,73076.92,Horsensvej 3D,8653,Them,East & mid jutland,Jutland,0,7.7,3.73
3/3/2022,2022Q1,199209,Summerhouse,other_sale,1951,3845000,0,2,85,45235.293,Skånjevejen 4,3390,Hundested,North Zealand,Zealand,0,7.7,3.73
3/3/2022,2022Q1,199275,Townhouse,regular_sale,2016,3000000,-3,5,130,23076.924,Tinbergens Alle 4,9260,Gistrup,North jutland,Jutland,0,7.7,3.73
3/3/2022,2022Q1,199343,Villa,regular_sale,1917,385000,-19,4,125,3080,Stavrebyvej 4,4874,Gedser,Other islands,Zealand,0,7.7,3.73
3/3/2022,2022Q1,199346,Villa,regular_sale,1919,1630000,-7,4,160,10187.5,Astergade 28,4171,Glumsø,Other islands,Zealand,0,7.7,3.73
3/3/2022,2022Q1,199199,Apartment,regular_sale,1902,4695000,0,3,82,57256.098,"Baldersgade 50, 2. th",2200,København N,"Capital, Copenhagen",Zealand,0,7.7,3.73
3/3/2022,2022Q1,199253,Villa,regular_sale,1967,4460000,-5,5,145,30758.621,Kirkebyvej 30,2740,Skovlunde,"Capital, Copenhagen",Zealand,0,7.7,3.73
3/3/2022,2022Q1,199047,Summerhouse,regular_sale,1972,375000,0,4,53,7075.4717,Candidusvej 2,9300,Sæby,North jutland,Jutland,0,7.7,3.73
3/3/2022,2022Q1,199303,Villa,regular_sale,2013,3215000,0,5,152,21151.316,Elkærholmparken 56,6040,Egtved,South jutland,Jutland,0,7.7,3.73
3/3/2022,2022Q1,199237,Villa,regular_sale,1925,3100000,-11,7,258,12015.504,Kirkestien 4,8700,Horsens,East & mid jutland,Jutland,0,7.7,3.73
3/3/2022,2022Q1,199337,Villa,regular_sale,1997,3675000,0,6,165,22272.727,Hulvejen 64,9530,Støvring,North jutland,Jutland,0,7.7,3.73
3/3/2022,2022Q1,199283,Apartment,regular_sale,2023,6099000,0,3,97,62876.29,"Dunkerquegade 11, st. th",2150,Nordhavn,"Capital, Copenhagen",Zealand,0,7.7,3.73
3/3/2022,2022Q1,199016,Summerhouse,regular_sale,1966,1162500,-3,5,68,17095.588,Kelstrup Nørreskov 40,6100,Haderslev,South jutland,Jutland,0,7.7,3.73
3/3/2022,2022Q1,199111,Summerhouse,regular_sale,2015,3650000,-3,5,109,33486.24,Pileløkken 19,8340,Malling,East & mid jutland,Jutland,0,7.7,3.73
3/3/2022,2022Q1,199026,Summerhouse,regular_sale,2000,1525000,-4,5,101,15099.01,Tyttebærstien 27,9690,Fjerritslev,North jutland,Jutland,0,7.7,3.73
3/3/2022,2022Q1,199079,Villa,regular_sale,1960,1165000,0,6,200,5825,Sønderkjærsvej 17,6971,Spjald,South jutland,Jutland,0,7.7,3.73
3/3/2022,2022Q1,199031,Villa,regular_sale,1927,1275000,-33,8,214,5957.944,Amhedevej 5,6040,Egtved,South jutland,Jutland,0,7.7,3.73
3/3/2022,2022Q1,199180,Summerhouse,regular_sale,1983,2525000,0,2,50,50500,Baune-Mosen 23,3210,Vejby,North Zealand,Zealand,0,7.7,3.73
3/3/2022,2022Q1,199252,Summerhouse,regular_sale,2010,2350000,-6,4,132,17803.031,Lars Holmsvej 9B,3300,Frederiksværk,North Zealand,Zealand,0,7.7,3.73
3/3/2022,2022Q1,199356,Apartment,regular_sale,1886,2300000,-4,1,43,53488.37,"Stefansgade 10, st. th",2200,København N,"Capital, Copenhagen",Zealand,0,7.7,3.73
3/3/2022,2022Q1,199140,Farm,regular_sale,2017,2950000,-5,5,142,20774.648,Rønnevej 11,9600,Aars,North jutland,Jutland,0,7.7,3.73
3/3/2022,2022Q1,199230,Apartment,regular_sale,1938,730000,0,3,100,7300,"Præstevænget 2A, 1",6200,Aabenraa,South jutland,Jutland,0,7.7,3.73
